ChocolateId,Company,Specific Bean Origin or Bar Name,ReviewDate,CocoaPercent,CompanyLocation,Rating,BeanType
CHOC1265,Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75%,Canada,3.5,Blend
CHOC1266,Palette de Bine,Gran Couva,2014,70%,Canada,3.75,Trinitario
CHOC1267,Pangea,Matasawalevu,2016,76%,Spain,3, 
CHOC1268,Park 75,South America,2014,65%,U.S.A.,3.5, 
CHOC1269,Parliament,Kilombero Valley,2016,70%,U.S.A.,3.25, 
CHOC1270,Parliament,"Lachua, Q'egchi families",2015,70%,U.S.A.,3.5, 
CHOC1271,Parliament,Alto Beni,2014,70%,U.S.A.,3, 
CHOC1272,Parliament,Oko Caribe,2014,70%,U.S.A.,3.5, 
CHOC1273,Pascha,Peru,2013,55%,Peru,2.5, 
CHOC1274,Pascha,Peru,2013,70%,Peru,2.75, 
CHOC1275,Patric,Signature Blend,2011,70%,U.S.A.,3.75,Blend
CHOC1276,Patric,Madagascar,2009,75%,U.S.A.,4,Trinitario
CHOC1277,Patric,Madagascar,2009,67%,U.S.A.,3.5,Trinitario
CHOC1278,Patric,"Rio Caribe, Paria Penninsula",2009,70%,U.S.A.,3.5,Trinitario
CHOC1279,Patric,Madagascar,2007,70%,U.S.A.,4,Trinitario
CHOC1280,Patric,"Piura, Choc. Garage Exclusive",2013,67%,U.S.A.,4, 
CHOC1281,Paul Young,"Madagascar, w/ shell",2014,73%,U.K.,2.25,Trinitario
CHOC1282,Paul Young,"Madagascar, w/ shell",2014,64%,U.K.,2.75,Trinitario
CHOC1283,Peppalo,Dominican Republic,2015,82%,U.S.A.,3, 
CHOC1284,Pierre Marcolini,"Haut Penja, w/ nibs",2015,70%,Belgium,3.25,Forastero
CHOC1285,Pierre Marcolini,Chuao,2010,75%,Belgium,3,Criollo
CHOC1286,Pierre Marcolini,Trinite,2010,75%,Belgium,3.25,Trinitario
CHOC1287,Pierre Marcolini,"Baracoa, Cuba",2010,78%,Belgium,3.75,"Criollo, Forastero"
CHOC1288,Pierre Marcolini,"Peru, Las Pampas P.",2010,85%,Belgium,3,Criollo
CHOC1289,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009,72%,Belgium,3,Forastero
CHOC1290,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,72%,Belgium,3,Criollo
CHOC1291,Pierre Marcolini,Cabosse,2007,70%,Belgium,4,Blend
CHOC1292,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",2007,72%,Belgium,3.75,Forastero (Nacional)
CHOC1293,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",2007,72%,Belgium,4,Trinitario
CHOC1294,Pierre Marcolini,Fleur de Cacao,2007,85%,Belgium,3.5,Blend
CHOC1295,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006,72%,Belgium,4,Criollo
CHOC1296,Pierre Marcolini,"Kendem Lembu, Java",2006,72%,Belgium,3,Criollo
CHOC1297,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006,72%,Belgium,4,Criollo
CHOC1298,Pinellas,Wampusirpi Region,2016,80%,U.S.A.,2.5, 
CHOC1299,Pitch Dark,Tenor,2015,62%,U.S.A.,2.5, 
CHOC1300,Pitch Dark,Johe,2015,80%,U.S.A.,2.75, 
CHOC1301,Pitch Dark,Chuno,2015,80%,U.S.A.,2.75,"Criollo, Trinitario"
CHOC1302,Pitch Dark,Nicalizo,2015,80%,U.S.A.,2.75,Trinitario
CHOC1303,Pitch Dark,Rugoso,2015,80%,U.S.A.,3.25, 
CHOC1304,Pitch Dark,Akesson Estate,2014,73%,U.S.A.,3.25,Trinitario
CHOC1305,Pitch Dark,Namau Village,2014,73%,U.S.A.,2.5,Trinitario
CHOC1306,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",2014,73%,U.S.A.,3.25, 
CHOC1307,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",2014,73%,U.S.A.,3.5, 
CHOC1308,Pomm (aka Dead Dog),"La Red, 2011",2012,76%,U.S.A.,2.5, 
CHOC1309,Pomm (aka Dead Dog),Peru,2012,82%,U.S.A.,2.75,Criollo
CHOC1310,Potomac,"Oko Caribe, Duarte Province, 2016 H.",2016,70%,U.S.A.,3.75, 
CHOC1311,Potomac,"Cuyagua, 2013",2014,70%,U.S.A.,3.75, 
CHOC1312,Potomac,Upala w/ nibs,2011,70%,U.S.A.,3.5,Matina
CHOC1313,Potomac,"Upala, Batch 18",2011,70%,U.S.A.,3,Matina
CHOC1314,Potomac,"San Martin, Amazonian Highlands",2011,70%,U.S.A.,2.75, 
CHOC1315,Potomac,Bahia,2011,70%,U.S.A.,3.5, 
CHOC1316,Potomac,"Upala, Batch 12",2010,82%,U.S.A.,3.75,Matina
CHOC1317,Pralus,Peru,2015,75%,France,3.25, 
CHOC1318,Pralus,"Porcelana, S. of Lake Maracaibo",2011,75%,France,3.25,Criollo (Porcelana)
CHOC1319,Pralus,Chuao,2010,75%,France,3.5,Trinitario
CHOC1320,Pralus,Cuyagua,2009,75%,France,2, 
CHOC1321,Pralus,Papouasie,2008,75%,France,3,Trinitario
CHOC1322,Pralus,"Sambirano Valley, Le 100%",2008,100%,France,3,Criollo
CHOC1323,Pralus,Dominican Republic-Organic,2008,75%,France,2, 
CHOC1324,Pralus,"Monte Alegre, Diego Badero",2008,75%,France,3.5, 
CHOC1325,Pralus,Claudio Corallo w/ nibs,2007,75%,France,4,Forastero
CHOC1326,Pralus,"Monte Alegre (Itacare), Brazil",2006,75%,France,3,Forastero
CHOC1327,Pralus,Tanzania,2006,75%,France,3.5,Criollo
CHOC1328,Pralus,Sao Tome & Principe,2006,75%,France,3.5,Forastero
CHOC1329,Pralus,Trinidad,2006,75%,France,3.5,Trinitario
CHOC1330,Pralus,"Madagascar, Nosy Be Isle.",2006,75%,France,3.75,Criollo
CHOC1331,Pralus,"Java, Indonesie",2006,75%,France,3.5,Criollo
CHOC1332,Pralus,"Barlovento, Venezuela",2006,75%,France,3.5,Trinitario
CHOC1333,Pralus,Jamaique,2006,75%,France,4,Trinitario
CHOC1334,Pralus,Equateur,2006,75%,France,3,Trinitario
CHOC1335,Pralus,Vanuatu,2006,75%,France,3,Trinitario
CHOC1336,Pralus,Ghana,2006,75%,France,3.25,Forastero
CHOC1337,Pralus,Colombie,2006,75%,France,3.5,Trinitario
CHOC1338,Pralus,Fortissima,2006,80%,France,4,"Criollo, Trinitario"
CHOC1339,Pralus,Cuba,2006,75%,France,3,Trinitario
CHOC1340,Pralus,"Caracas, Venezuela and Ghana",2006,75%,France,3,"Trinitario, Forastero"
CHOC1341,Pralus,"Djakarta, Java and Ghana",2006,75%,France,3.5,"Criollo, Forastero"
CHOC1342,Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",2016,77%,U.K.,3.5, 
CHOC1343,Pump Street Bakery,"Crayfish Bay Estate, 2014",2015,70%,U.K.,3.5,Trinitario
CHOC1344,Pump Street Bakery,"Akesson's, batch 4411",2015,74%,U.K.,3.5,Criollo
CHOC1345,Pump Street Bakery,Honduras,2015,80%,U.K.,2.75, 
CHOC1346,Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",2014,75%,U.K.,2.75,Trinitario
CHOC1347,Pump Street Bakery,Guantupi River,2014,75%,U.K.,3,Forastero (Nacional)
CHOC1348,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",2014,72%,U.K.,3.25,Trinitario
CHOC1349,Pump Street Bakery,Guantupi River,2014,85%,U.K.,2.75,Forastero (Nacional)
CHOC1350,Pura Delizia,Venezuela,2012,73%,Italy,2.75, 
CHOC1351,Q Chocolate,Brazil,2013,75%,Brazil,3.25, 
CHOC1352,Q Chocolate,Brazil,2013,85%,Brazil,3.5, 
CHOC1353,Q Chocolate,Brazil,2013,55%,Brazil,2.75, 
CHOC1354,Q Chocolate,Brazil,2013,80%,Brazil,3.25, 
CHOC1355,Q Chocolate,Brazil,2012,60%,Brazil,3, 
CHOC1356,Q Chocolate,Brazil,2012,65%,Brazil,3.25, 
CHOC1357,Quetzalli (Wolter),"Mexico, Lot 28022016",2016,70%,Mexico,2.75,Criollo
CHOC1358,Quetzalli (Wolter),"Uranga, Lot 22032016",2016,74%,Mexico,3,Trinitario
CHOC1359,Raaka,Amazon Basin Blend,2016,70%,U.S.A.,3, 
CHOC1360,Raaka,Virunga,2015,75%,U.S.A.,2.75,Forastero
CHOC1361,Raaka,Madagascar,2012,75%,U.S.A.,3.25,Trinitario
CHOC1362,Raaka,La Red,2011,85%,U.S.A.,3.5, 
CHOC1363,Rain Republic,Suchitepequez E.,2010,70%,Guatemala,2.75, 
CHOC1364,Rancho San Jacinto,Ecuador,2010,75%,Eucador,3,"Forastero(Arriba, CCN)"
CHOC1365,Ranger,"San Martin, Batch 2",2015,70%,U.S.A.,2.5, 
CHOC1366,Ranger,"Chulucanas, Batch 1",2015,80%,U.S.A.,3.25, 
CHOC1367,Ranger,"Tumbes, Batch 2",2015,73%,U.S.A.,3.5,Criollo
CHOC1368,Raoul Boulanger,Piura,2016,75%,France,3.25,Criollo
CHOC1369,Raw Cocoa,Raw,2012,70%,Poland,2.5,Criollo
CHOC1370,Republica del Cacao (aka Confecta),Esmeraldas,2010,75%,Ecuador,3.25, 
CHOC1371,Republica del Cacao (aka Confecta),"Los Rios, Vinces",2009,75%,Ecuador,2.5,Forastero (Arriba)
CHOC1372,Republica del Cacao (aka Confecta),Manabi,2007,75%,Ecuador,3,Forastero (Arriba)
CHOC1373,Republica del Cacao (aka Confecta),El Oro,2007,67%,Ecuador,3.5,Forastero (Arriba)
CHOC1374,Republica del Cacao (aka Confecta),Los Rios,2007,75%,Ecuador,3.75,Forastero (Arriba)
CHOC1375,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",2016,75%,U.S.A.,3.75, 
CHOC1376,Ritual,"Camino Verde P., Balao, Guayas, 2014",2015,85%,U.S.A.,3.5, 
CHOC1377,Ritual,"Mid Mountain, 2014",2015,70%,U.S.A.,3.5,Blend
CHOC1378,Ritual,"Toledo District, Maya",2013,75%,U.S.A.,3.75,Trinitario
CHOC1379,Ritual,"Maranon, Cajamarca",2013,75%,U.S.A.,3,Forastero (Nacional)
CHOC1380,Ritual,Sambirano,2012,75%,U.S.A.,4,Trinitario
CHOC1381,Ritual,"Camino Verde P., 2012, Balao, Guayas",2012,75%,U.S.A.,3.25,Nacional (Arriba)
CHOC1382,Ritual,Gran Couva,2012,75%,U.S.A.,3.5,Trinitario
CHOC1383,Ritual,Costa Rica,2011,75%,U.S.A.,3.5, 
CHOC1384,Roasting Masters,"La Dorado, light roast",2016,70%,South Korea,3.25, 
CHOC1385,Roasting Masters,"Tapanti, light roast",2016,70%,South Korea,3.25, 
CHOC1386,Roasting Masters,Maleku,2016,70%,South Korea,3.25, 
CHOC1387,Robert (aka Chocolaterie Robert),Madagascar,2013,75%,Madagascar,3.25,Trinitario
CHOC1388,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,2013,68%,Madagascar,3.25,Trinitario
CHOC1389,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",2012,66%,U.K.,3.5,Trinitario
CHOC1390,Rogue,"La Masica, Batch 1, FHIA Research Center",2016,75%,U.S.A.,3.75, 
CHOC1391,Rogue,"Caranero, Choc. Garage Exclusive",2015,70%,U.S.A.,3.75, 
CHOC1392,Rogue,"Tranquilidad, Batch 1",2015,75%,U.S.A.,3.25, 
CHOC1393,Rogue,Porcelana,2014,80%,U.S.A.,3.75,Criollo
CHOC1394,Rogue,"Akessons Estate, Sambirano, 2013",2013,70%,U.S.A.,3.5,Trinitario
CHOC1395,Rogue,"Hispaniola, 2013",2013,70%,U.S.A.,3.5, 
CHOC1396,Rogue,"Silvestre, Batch 7, 2013",2013,75%,U.S.A.,4, 
CHOC1397,Rogue,"Bachelor's Hall E., St. Thomas Parish",2013,75%,U.S.A.,3.75,Trinitario
CHOC1398,Rogue,"Camino Verde P., Balao, Guayas",2012,75%,U.S.A.,3.75,Nacional (Arriba)
CHOC1399,Rogue,"Silvestre, Batch 1, 2011",2011,75%,U.S.A.,3,Criollo
CHOC1400,Rogue,Piura,2010,75%,U.S.A.,3.75, 
CHOC1401,Rogue,Rio Caribe,2009,70%,U.S.A.,3.5,Trinitario
CHOC1402,Rogue,"Hispaniola, 2008",2008,70%,U.S.A.,2.75, 
CHOC1403,Rogue,Jamaica,2008,70%,U.S.A.,2.75,Trinitario
CHOC1404,Rogue,"Sambirano, 2008",2008,70%,U.S.A.,2.75,Trinitario
CHOC1405,Rogue,Trinidad,2008,70%,U.S.A.,3,Trinitario
CHOC1406,Rozsavolgyi,Sur del Lago,2012,84%,Hungary,2.5, 
CHOC1407,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",2012,76%,Hungary,2.25,Trinitario
CHOC1408,Rozsavolgyi,"Sambirano, Akesson Estate",2012,72%,Hungary,2.5,Trinitario
CHOC1409,Rozsavolgyi,Carenero Superior,2011,73%,Hungary,3.5,Criollo
CHOC1410,Rozsavolgyi,Porcelana,2011,71%,Hungary,2.5, 
CHOC1411,Rozsavolgyi,"Aragua, Trincheras",2011,70%,Hungary,3.5, 
CHOC1412,Rozsavolgyi,Principe,2011,77%,Hungary,2.75,Forastero
CHOC1413,S.A.I.D.,Malgascio,2010,64%,Italy,3.5,Trinitario
CHOC1414,S.A.I.D.,100 percent,2010,100%,Italy,1.5, 
CHOC1415,S.A.I.D.,Samana,2010,70%,Italy,3, 
CHOC1416,S.A.I.D.,Arawak,2010,72%,Italy,3.5, 
CHOC1417,S.A.I.D.,Latino,2010,72%,Italy,3.5, 
CHOC1418,Sacred,Midnight,2012,83%,U.S.A.,2.75, 
CHOC1419,Sacred,Twilight,2012,69%,U.S.A.,3.25, 
CHOC1420,Salgado,Bahia Superior,2008,70%,Argentina,3.5,Forastero
CHOC1421,Salgado,Esmeraldas,2008,70%,Argentina,3.5,Forastero (Nacional)
CHOC1422,Salgado,Carenero Superior,2008,70%,Argentina,3.5,Trinitario
CHOC1423,Salgado,Rio Arriba,2008,70%,Argentina,3.5,Forastero (Arriba) ASSS
CHOC1424,Santander (Compania Nacional),Colombian 2008,2009,75%,Colombia,2.75,Forastero (Nacional)
CHOC1425,Santander (Compania Nacional),Colombian w/ nibs,2009,70%,Colombia,3,Forastero (Nacional)
CHOC1426,Santander (Compania Nacional),Colombian Semi Dark,2006,53%,Colombia,2,Forastero (Nacional)
CHOC1427,Santander (Compania Nacional),Colombian,2006,65%,Colombia,3,Forastero (Nacional)
CHOC1428,Santander (Compania Nacional),Colombian Dark,2006,70%,Colombia,4,Forastero (Nacional)
CHOC1429,Santome,Sao Tome,2011,70%,France,2.75,Forastero
CHOC1430,Scharffen Berger,San Juan de Cheni,2012,78%,U.S.A.,4, 
CHOC1431,Scharffen Berger,Markham Valley,2011,68%,U.S.A.,3.75, 
CHOC1432,Scharffen Berger,Camahogne,2010,68%,U.S.A.,3.5,Trinitario
CHOC1433,Scharffen Berger,Amina,2010,65%,U.S.A.,3.75,"Trinitario, Criollo"
CHOC1434,Scharffen Berger,Tome Acu,2009,68%,U.S.A.,3.75, 
CHOC1435,Scharffen Berger,Asante,2009,65%,U.S.A.,4,Forastero
CHOC1436,Scharffen Berger,Ben Tre,2009,72%,U.S.A.,3.75,Trinitario
CHOC1437,Scharffen Berger,Finisterra,2008,72%,U.S.A.,3,Blend
CHOC1438,Scharffen Berger,Las Islas,2007,72%,U.S.A.,3,Blend
CHOC1439,Scharffen Berger,Nibby,2007,62%,U.S.A.,3, 
CHOC1440,Scharffen Berger,Cuyagua,2007,75%,U.S.A.,3.75, 
CHOC1441,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),2007,75%,U.S.A.,3,Blend
CHOC1442,Scharffen Berger,Extra Dark,2006,82%,U.S.A.,2, 
CHOC1443,Scharffen Berger,Bittersweet,2006,70%,U.S.A.,3.5,Blend
CHOC1444,Scharffen Berger,Kumasi Sambirano,2006,68%,U.S.A.,2,Blend
CHOC1445,Scharffen Berger,Jamaica a l'ancienne,2006,70%,U.S.A.,2,Trinitario
CHOC1446,Scharffen Berger,Semisweet,2006,62%,U.S.A.,3,Blend
CHOC1447,Seaforth,Dominican Republic,2015,70%,U.K.,2.75, 
CHOC1448,Seaforth,Grenada,2015,70%,U.K.,2.75, 
CHOC1449,Shark Mountain,Jamaica,2015,72%,U.S.A.,3.25,Trinitario
CHOC1450,Shark Mountain,Papua New Guinea,2015,73%,U.S.A.,3.5,Forastero
CHOC1451,Shark Mountain,Cuyagua,2015,77%,U.S.A.,2.75,Criollo
CHOC1452,Shark Mountain,ROIG,2015,74%,U.S.A.,3.5,"Criollo, Trinitario"
CHOC1453,Shark Mountain,Ecuador,2014,75%,U.S.A.,3,Trinitario
CHOC1454,Shark Mountain,"Belize, 2013",2014,72%,U.S.A.,3.25,"Criollo, Trinitario"
CHOC1455,Shark's,Hilo,2011,73%,U.S.A.,2, 
CHOC1456,Shark's,"Hilo, w/ added cocoa butter",2011,73%,U.S.A.,2.5, 
CHOC1457,Shattel,Tingo Maria,2016,70%,Peru,3.25, 
CHOC1458,Shattell,Porcelana,2011,75%,Peru,3.5,Criollo
CHOC1459,Sibu,Oro,2015,82%,Costa Rica,3.25, 
CHOC1460,Sibu,Oscuro,2015,70%,Costa Rica,3.5, 
CHOC1461,Sibu Sura,Peru,2012,70%,U.S.A.,2.5, 
CHOC1462,Silvio Bessone,Maya Belize,2011,67%,Italy,3,Criollo
CHOC1463,Silvio Bessone,"Trintade, Sao Tome",2011,65%,Italy,3.25,Forastero
CHOC1464,Silvio Bessone,"Bahia, Scavina",2011,60%,Italy,3.25,Trinitario
CHOC1465,Silvio Bessone,"Porcelana, Colombia, Amazonas",2011,68%,Italy,3,"Criollo, Trinitario"
CHOC1466,Sirene,Wild Bolivia,2016,73%,Canada,3.5, 
CHOC1467,Sirene,Kokoa Kamili Coop,2016,73%,Canada,3.5, 
CHOC1468,Sirene,"Esmeraldas, Salazar Farm",2016,73%,Canada,3.75, 
CHOC1469,Sirene,"Somia Plantation, 2012",2015,100%,Canada,3,Trinitario
CHOC1470,Sirene,"Camino Verde P., Balao, Guayas, 2012",2015,100%,Canada,3, 
CHOC1471,Sirene,Lachua w/ cane sugar,2015,73%,Canada,3, 
CHOC1472,Sirene,"Lachua w/ maple sugar, batch 5",2015,73%,Canada,3.25, 
CHOC1473,Sirene,Pisa,2015,73%,Canada,3.25, 
CHOC1474,Sirene,"Somia Plantation, 2012",2014,67%,Canada,3.75,Trinitario
CHOC1475,Sirene,"Somia Plantation, 2012",2014,73%,Canada,3.75,Trinitario
CHOC1476,Sirene,"Camino Verde P., Balao, Guayas",2014,73%,Canada,3.75, 
CHOC1477,Sjolinds,Ghana,2015,70%,U.S.A.,2.75,Forastero
CHOC1478,Sjolinds,Nicaragua,2015,72%,U.S.A.,3, 
CHOC1479,"Smooth Chocolator, The","Oko Caribe, DOR005",2017,70%,Australia,3.5, 
CHOC1480,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",2016,70%,Australia,3.75,Criollo
CHOC1481,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",2016,70%,Australia,4,Criollo
CHOC1482,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",2016,70%,Australia,3.75, 
CHOC1483,"Smooth Chocolator, The",Tien Giang,2016,70%,Australia,3,Trinitario
CHOC1484,"Smooth Chocolator, The",Australia,2016,67%,Australia,3.75, 
CHOC1485,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",2016,70%,Australia,3.25, 
CHOC1486,"Smooth Chocolator, The",Akesson's Estate,2015,65%,Australia,3.25,Trinitario
CHOC1487,"Smooth Chocolator, The",Akesson's Estate,2015,70%,Australia,3.5,Trinitario
CHOC1488,"Smooth Chocolator, The",Kokoa Kamili,2015,67%,Australia,3.75, 
CHOC1489,"Smooth Chocolator, The",San Juan Estate,2015,70%,Australia,3.75,Trinitario
CHOC1490,"Smooth Chocolator, The",Camino Verde,2015,72%,Australia,4, 
CHOC1491,"Smooth Chocolator, The",Bolivia,2015,72%,Australia,2.75, 
CHOC1492,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",2015,65%,Australia,3.5, 
CHOC1493,"Smooth Chocolator, The","Maranon, batch 2",2015,67%,Australia,3,Forastero (Nacional)
CHOC1494,"Smooth Chocolator, The","Chuao, batch 3",2015,70%,Australia,3.75,Trinitario
CHOC1495,Snake & Butterfly,Ghana,2011,67%,U.S.A.,1.5,Forastero
CHOC1496,Snake & Butterfly,Madagascar,2010,68%,U.S.A.,3,Trinitario
CHOC1497,Snake & Butterfly,Ecuador,2010,68%,U.S.A.,3.25, 
CHOC1498,Sol Cacao,"Ecuador, Batch 1",2016,70%,U.S.A.,3.5, 
CHOC1499,Sol Cacao,Madagascar,2015,72%,U.S.A.,3,Trinitario
CHOC1500,Solkiki,"Maranon, Fortunato No. 4",2016,68%,U.K.,2.75,Forastero (Nacional)
CHOC1501,Solkiki,"Castillo, Hispaniola, unroasted",2016,85%,U.K.,2.75, 
CHOC1502,Solomons Gold,Solomon Island,2016,70%,New Zealand,3.25, 
CHOC1503,Solomons Gold,Solomon Island w/ nibs,2016,75%,New Zealand,3.25, 
CHOC1504,Solstice,Bundibugyo,2014,70%,U.S.A.,3,"Forastero, Trinitario"
CHOC1505,Solstice,Sambirano,2013,70%,U.S.A.,3,Trinitario
CHOC1506,Solstice,Amazonas,2013,70%,U.S.A.,3, 
CHOC1507,Solstice,Bolivia,2013,70%,U.S.A.,3.25, 
CHOC1508,Solstice,San Martin,2013,70%,U.S.A.,3.25, 
CHOC1509,Solstice,Wasatch,2013,70%,U.S.A.,3.5,Blend
CHOC1510,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",2016,62%,Canada,3.5, 
CHOC1511,Soma,"Sambirano Valley, Black Science, B-60307.0",2016,70%,Canada,3.5,Trinitario
CHOC1512,Soma,"Bahia Black, batch bra50722.1",2016,70%,Canada,3.5,Forastero (Parazinho)
CHOC1513,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",2016,75%,Canada,3.75, 
CHOC1514,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",2016,70%,Canada,3.75,Trinitario
CHOC1515,Soma,"Tien Giang, Black S., batch VIT60420.0",2016,70%,Canada,4,Trinitario
CHOC1516,Soma,"Camino Verde, Black S., batch cvu6030.0",2016,70%,Canada,3.25, 
CHOC1517,Soma,CSB Chama,2015,70%,Canada,3.5,Criollo
CHOC1518,Soma,Porcelana,2015,75%,Canada,4, 
CHOC1519,Soma,"La Tronca, Matagalpa",2014,70%,Canada,3.5, 
CHOC1520,Soma,Maranon Canyon,2014,70%,Canada,3.75,Forastero (Nacional)
CHOC1521,Soma,La Dalia,2014,70%,Canada,3.25,Trinitario
CHOC1522,Soma,"Camino Verde P., Balao, Guayas",2014,80%,Canada,3.5,Forastero (Nacional)
CHOC1523,Soma,"Espiritu Santo, 'Smoke Monster'",2014,70%,Canada,3.75,Forastero (Amelonado)
CHOC1524,Soma,Little Big Man,2014,70%,Canada,3.25,Blend
CHOC1525,Soma,"Rizek Cacao, Domin. Rep.",2013,77%,Canada,3.75,Trinitario
CHOC1526,Soma,Java,2013,70%,Canada,3.25,Criollo
CHOC1527,Soma,"Apurimac, El Quinacho Co-op",2013,70%,Canada,2.75,Criollo
CHOC1528,Soma,"Sangre Grande P., Trinidad",2013,70%,Canada,3.75,Trinitario
CHOC1529,Soma,Chef's Blend,2013,70%,Canada,3.25, 
CHOC1530,Soma,Patanemo,2013,70%,Canada,3.75,Criollo
CHOC1531,Soma,Crazy 88,2013,88%,Canada,4, 
CHOC1532,Soma,"Maracaibo, El Vigia",2013,70%,Canada,4,Criollo
CHOC1533,Soma,Equator,2013,67%,Canada,4, 
CHOC1534,Soma,Orinoco,2013,70%,Canada,3.25,Forastero
CHOC1535,Soma,"Bachelor's Hall E., St. Thomas Parish",2013,70%,Canada,4,Trinitario
CHOC1536,Soma,Noula Coop,2012,70%,Canada,3.25, 
CHOC1537,Soma,O'ahu,2012,70%,Canada,3.75, 
CHOC1538,Soma,"Dual Origins, Sambirano, Elvesia",2012,70%,Canada,4,Blend
CHOC1539,Soma,"Dancing in Your Head, 5 bean blend",2012,70%,Canada,4,Blend
CHOC1540,Soma,Cahabon Region,2012,70%,Canada,3.5,Trinitario
CHOC1541,Soma,Carenero Superior,2012,70%,Canada,3.75,Trinitario
CHOC1542,Soma,Eastern Promises,2012,70%,Canada,3.5,Blend
CHOC1543,Soma,Papua New Guinea,2012,85%,Canada,3.5,Trinitario
CHOC1544,Soma,"Grenada, Black Science",2011,70%,Canada,2.75,Trinitario
CHOC1545,Soma,"Alto Beni, Wild Bolivian",2011,70%,Canada,3.5,Nacional
CHOC1546,Soma,Peruvian,2011,64%,Canada,4, 
CHOC1547,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",2011,70%,Canada,4,
CHOC1548,Soma,"Elvesia P., Black Science",2011,70%,Canada,3.75,Forastero
CHOC1549,Soma,Chuao,2011,70%,Canada,3.5,Criollo
CHOC1550,Soma,Black Science Blend 1,2010,70%,Canada,3.75,"Trinitario, Nacional"
CHOC1551,Soma,Hispaniola,2009,70%,Canada,3,Forastero
CHOC1552,Soma,Africa,2009,70%,Canada,3.5,Forastero
CHOC1553,Soma,Conacado,2009,70%,Canada,3,Trinitario
CHOC1554,Soma,Papua New Guinea,2009,70%,Canada,3.5,Trinitario
CHOC1555,Soma,Madagascar,2009,70%,Canada,3.75,Criollo
CHOC1556,Soma,Ocumare,2009,70%,Canada,3.75,Criollo
CHOC1557,Somerville,Nicaragua,2014,70%,U.S.A.,3.25, 
CHOC1558,Somerville,"Hawaiian, Big Island",2014,70%,U.S.A.,3.5, 
CHOC1559,Soul,Dominican Republic,2017,70%,Canada,3.25, 
CHOC1560,Soul,Madagascar,2017,70%,Canada,3.5, 
CHOC1561,Soul,Venezuela,2017,75%,Canada,3.5, 
CHOC1562,Soul,Ecuador,2017,75%,Canada,3.25, 
CHOC1563,Soul,Papua New Guinea,2017,77%,Canada,3.25, 
CHOC1564,Soul,Tanzania,2017,80%,Canada,3.5, 
CHOC1565,Spagnvola,AgroCriso Plantation,2012,70%,U.S.A.,3, 
CHOC1566,Spagnvola,AgroCriso Plantation,2012,80%,U.S.A.,3, 
CHOC1567,Spagnvola,AgroCriso Plantation,2012,75%,U.S.A.,3.25, 
CHOC1568,Spencer,Dominican Republic,2017,70%,U.S.A.,3.75, 
CHOC1569,Spencer,Ecuador,2017,70%,U.S.A.,3.5, 
CHOC1570,Spencer,Peru,2017,70%,U.S.A.,2.75, 
CHOC1571,Spencer,"Dominican Republic, lot D82R",2016,70%,Australia,3.5, 
CHOC1572,Spencer,"Ecuador, lot E432314L",2016,70%,Australia,3.75, 
CHOC1573,Spencer,"Madagascar, lot M0403R",2016,70%,Australia,3.75, 
CHOC1574,Spencer,Malekula Island,2014,72%,Australia,2.75,Trinitario
CHOC1575,Sprungli (Felchlin),Alto Beni,2013,70%,Switzerland,3,Criollo
CHOC1576,SRSLY,Dominican Republic,2013,70%,U.S.A.,3, 
CHOC1577,SRSLY,Dominican Republic,2013,84%,U.S.A.,2.25, 
CHOC1578,Starchild,"Bolivar, Arriba",2015,70%,U.S.A.,3,Forastero (Nacional)
CHOC1579,Starchild,Hispaniola,2015,70%,U.S.A.,3, 
CHOC1580,Starchild,Cacao Verapaz,2015,70%,U.S.A.,3, 
CHOC1581,Starchild,Rio Tuma,2015,70%,U.S.A.,3,Trinitario (Amelonado)
