Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Release Year,Total_Popularity_Score,Cross_Platform_Count,Release_Year,Artist_Song_Count,YouTube_Engagement_Rate,TikTok_Engagement_Rate
The Way We Move - Extended Mix,The Way We Move,PowerDress,3/10/2023,UKACT2330463,74,107.8,7909.0,38.0,15023.0,35.0,1999374100.0,5708577.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,59.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,1412.0,0,2023,0.041207295,1,2023.0,1,0.0028551826,145.63261
Old Town Road,Old Town Road,Lil Nas X,3/14/2019,USSM11901941,75,107.8,1010494700.0,127393.0,18652312.0,67.0,3203314700.0,41487212.0,5757883.0,187301060.0,1981431049.0,939714925.0,63.0,49780.0,2195.0,64.0,397418.0,100.0,181784010.0,2022074.0,8856633.0,0,2019,0.1467477,3,2019.0,10,0.012951339,32.529495
un x100to,un x100to,Grupo Frontera,4/17/2023,QM6N22311285,76,107.8,1008495700.0,99381.0,57394938.0,75.0,878892400.0,4425283.0,796603.0,127651890.0,1669065906.0,1522934425.0,101.0,73481.0,225.0,42.0,5734172.0,81.0,55857743.0,15528.0,2283747.0,0,2023,0.09827711,3,2023.0,9,0.005035069,160.2451
Laxed ï¿½ï¿½ï¿½ Sire,Laxed (Siren Beat),Jawsh 685,4/24/2020,NZAM02001128,77,107.8,239850720.0,10230.0,1142937.0,67.0,12489728.0,339414.0,42900000.0,919945700.0,12221514692.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,5678792.0,7832.0,854584.0,0,2020,0.03199172,1,2020.0,3,0.027175529,21.443954
Sprinter,Sprinter - Single,Dave,6/1/2023,GBUM72305159,78,107.8,692512960.0,199828.0,55464762.0,78.0,219666690.0,2332307.0,731797.0,130560536.0,1254944697.0,918145630.0,155.0,42082.0,36.0,41.0,1790031.0,76.0,411656.0,3414.0,3093667.0,1,2023,0.060255293,3,2023.0,7,0.010617486,178.41061
CHIHIRO,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401988,79,107.8,169410700.0,11028.0,144854768.0,90.0,19402456.0,997411.0,284.0,26534406.0,265917250.0,260377114.0,185.0,1008.0,86.0,53.0,20737850.0,59.0,521322.0,698.0,388625.0,0,2024,0.0139623685,0,2024.0,27,0.051406477,93103.18
TQG,TQG,KAROL G,2/23/2023,USUM72222541,80,107.8,1024381760.0,78554.0,69319589.0,78.0,1102289500.0,8953293.0,457111.0,15048444.0,248168852.0,1174053183.0,138.0,149584.0,38.0,84.0,8850320.0,131.0,68022934.0,16511.0,3488226.0,1,2023,0.10247703,3,2023.0,32,0.008122452,32.920696
Perfect,ýý (Deluxe),Ed Sheeran,3/3/2017,GBAHS1700024,81,107.8,2969999600.0,280165.0,116921604.0,81.0,6473699000.0,39632670.0,6642975.0,601244740.0,7647479866.0,1708317539.0,208.0,263386.0,129.0,343.0,1242581.0,102.0,617483078.0,595052.0,854584.0,0,2017,0.37196857,3,2017.0,15,0.0061221067,90.50835
Pepas,Pepas,Farruko,6/24/2021,USSD12100307,82,107.8,1500499600.0,359502.0,125112486.0,74.0,1431591700.0,11553088.0,2866181.0,290811360.0,4067248819.0,782475986.0,258.0,240677.0,438.0,137.0,4015523.0,102.0,120046948.0,89582.0,17210946.0,1,2021,0.15018578,3,2021.0,6,0.008070101,101.46298
Peekaboo,Glide - Single,Dave Angel,1/27/2023,GBLTF2300027,83,107.8,8082.0,63.0,32758.0,67.0,2055940500.0,4150967.0,182200.0,26534406.0,265917250.0,98142716.0,1.0,13.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,442.0,0,2023,0.042362474,1,2023.0,1,0.0020190116,145.63261
Ella Baila Sola,Ella Baila Sola,Eslabon Armado,3/16/2023,USE7D2300007,84,107.8,1215337000.0,129463.0,39814172.0,74.0,701880640.0,3831236.0,5416.0,550073.0,15373104.0,546259059.0,83.0,40153.0,227.0,24.0,4946338.0,61.0,84378219.0,53890.0,3435177.0,0,2023,0.10896105,2,2023.0,3,0.005458531,101.545876
Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,5/25/2023,USAT22305457,85,107.8,860026430.0,74769.0,139913794.0,80.0,173044030.0,1640319.0,175536.0,90924920.0,1227837850.0,1205266954.0,7.0,759185.0,1100.0,82.0,4067956.0,17.0,64567514.0,22064.0,3199636.0,0,2023,0.07178212,2,2023.0,17,0.009479206,517.9815
La Bebe - Remix,La Bebe (Remix),Yng Lvcas,3/17/2023,MXF152300159,86,107.8,1032225800.0,94887.0,74469479.0,79.0,920878000.0,3118229.0,1031612.0,116003970.0,2416141351.0,1690231413.0,83.0,57941.0,177.0,42.0,3360878.0,48.0,55410702.0,27415.0,2635577.0,1,2023,0.10081662,3,2023.0,2,0.0033861487,112.44912
redrum,american dream,21 Savage,1/12/2024,USSM12309164,87,107.8,428233000.0,57311.0,144298748.0,67.0,105148630.0,1762297.0,87200.0,6732800.0,43993800.0,977638660.0,74.0,102457.0,56.0,48.0,4037475.0,60.0,16802867.0,11821.0,2490071.0,1,2024,0.035582833,1,2024.0,17,0.016760066,77.21014
Easy On Me,Easy On Me,Adele,10/14/2021,USSM12105970,88,107.8,1720918000.0,209635.0,93875458.0,73.0,1194846200.0,13561925.0,1912194.0,733101950.0,7860224413.0,6353555150.0,325.0,774277.0,1316.0,257.0,5323750.0,100.0,203324731.0,126594.0,7569155.0,0,2021,0.16879229,3,2021.0,10,0.011350353,383.38242
Titï¿½ï¿½ Me Pregu,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214878,89,107.8,1514239700.0,190692.0,77283361.0,77.0,1366181100.0,9358441.0,1769068.0,475656540.0,5249863696.0,488048337.0,150.0,145640.0,920.0,44.0,5591928.0,108.0,69095169.0,81914.0,5133847.0,1,2022,0.15254454,3,2022.0,60,0.006850074,268.87393
All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,5/12/2023,USQX92302957,90,107.8,333202100.0,108322.0,41018697.0,68.0,203487340.0,2084532.0,928132.0,63253780.0,748253884.0,735908540.0,148.0,346411.0,146.0,30.0,1277729.0,60.0,90114807.0,46789.0,4207535.0,1,2023,0.030995019,3,2023.0,9,0.010244043,68.151634
Anti-Hero,Midnights,Taylor Swift,10/21/2022,USUG12205736,91,107.8,1563224200.0,117005.0,97456780.0,80.0,203259280.0,3482508.0,1302967.0,376660480.0,3864505972.0,724976542.0,261.0,1034319.0,1088.0,74.0,4457357.0,150.0,92338994.0,45974.0,4703179.0,0,2022,0.13120401,3,2022.0,63,0.017133333,289.07886
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,7/6/2022,UYB282201028,92,107.8,1692951400.0,209490.0,88591675.0,78.0,1132539300.0,8795731.0,1212100.0,196608780.0,2054826154.0,56677146.0,99.0,138254.0,37.0,58.0,5211955.0,65.0,18052815.0,5213.0,6836893.0,0,2022,0.15772437,3,2022.0,17,0.007766382,162.20494
Magnetic,SUPER REAL ME,ILLIT,3/25/2024,USA2P2413259,93,107.8,255076350.0,11500.0,90584540.0,86.0,202206900.0,2596912.0,182200.0,57656710.0,506476590.0,273521596.0,67.0,4716.0,137.0,9.0,423666.0,44.0,220481.0,1207.0,659825.0,0,2024,0.024806917,2,2024.0,2,0.012842851,316.44565
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,7/28/2023,USSD12300307,94,107.8,275349660.0,37806.0,22826643.0,70.0,347506850.0,1553295.0,4349700.0,321239600.0,4767676439.0,2676837761.0,19.0,23875.0,96.0,37.0,3780737.0,29.0,5101044.0,5276.0,1245874.0,1,2023,0.03309539,3,2023.0,2,0.004469828,73.853264
La Diabla,La Diabla - Single,Xavi,12/2/2023,USA2P2357356,95,107.8,649404540.0,27544.0,47789063.0,83.0,433839200.0,2750086.0,182200.0,414833.0,10603563.0,1795939912.0,29.0,16287.0,462.0,34.0,16509806.0,26.0,22603598.0,29401.0,1380069.0,0,2023,0.05942473,2,2023.0,6,0.0063389544,2.2767932
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2/3/2023,GBAYE2300015,96,107.8,851085700.0,129047.0,50996176.0,70.0,211810140.0,2461166.0,3502547.0,955272600.0,8781020473.0,806434641.0,162.0,223173.0,6243.0,65.0,8655684.0,130.0,10207007.0,36847.0,2580691.0,1,2023,0.08415141,3,2023.0,3,0.011619683,272.73648
Snooze,SOS,SZA,12/9/2022,USRC12204591,97,107.8,1013350800.0,108036.0,86470319.0,84.0,390677400.0,2521214.0,402338.0,97819770.0,887803828.0,560893301.0,154.0,559589.0,513.0,60.0,2707900.0,61.0,74611167.0,85113.0,3129609.0,1,2022,0.08826146,3,2022.0,14,0.0064534442,243.12773
BELLAKEO,BELLAKEO,Peso Pluma,12/7/2023,QMFMF2388143,98,107.8,359803600.0,26065.0,79152427.0,86.0,369321340.0,1839225.0,720800.0,74164940.0,874056250.0,4123457278.0,40.0,16952.0,69.0,63.0,18139662.0,51.0,20058510.0,7289.0,1002835.0,1,2023,0.03660757,3,2023.0,22,0.0049800156,102.8924
Agora Hills,Scarlet,Doja Cat,9/22/2023,USRC12301954,99,107.8,509653100.0,66219.0,67521533.0,67.0,48045204.0,986278.0,328562.0,88846510.0,544437406.0,1561456615.0,80.0,400206.0,14.0,78.0,9341155.0,39.0,23110274.0,19559.0,4295361.0,1,2023,0.041921668,2,2023.0,19,0.020528147,270.40936
Prada,Prada,cassï¿,8/11/2023,GBCEN2300147,100,107.8,609699800.0,128498.0,160755092.0,83.0,47611548.0,418343.0,283600.0,96934490.0,1090501901.0,113545664.0,129.0,123242.0,1570.0,167.0,15480679.0,100.0,1210830.0,1073.0,854584.0,1,2023,0.049816787,2,2023.0,2,0.0087866075,341.79883
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,5/2/2024,GXD7G2413058,101,107.8,5157486.0,470.0,2924720.0,67.0,1278618.0,27849.0,1100000.0,261000.0,3900000.0,98142716.0,3.0,5953.5,86.0,2.0,39366.0,17.0,12735768.5,7832.0,47658.0,0,2024,0.00043125096,1,2024.0,1,0.021781312,0.23727342
Lil Boo Thang,Lil Boo Thang,Paul Russell,8/18/2023,USAR12300323,102,107.8,242070370.0,37170.0,74130983.0,76.0,22907992.0,261664.0,2553106.0,312997950.0,3832221658.0,15593731.0,106.0,370635.0,5999.0,69.0,1792014.0,79.0,84425715.0,30713.0,2219984.0,0,2023,0.023758644,2,2023.0,1,0.011422432,122.594925
MONACO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364182,103,107.8,478150850.0,73306.0,51842133.0,78.0,113379736.0,1312763.0,1700998.0,182319550.0,2111289492.0,90954700.0,78.0,35330.0,39.0,56.0,15784760.0,53.0,17823388.0,12664.0,2255465.0,1,2023,0.0421306,2,2023.0,60,0.011578471,107.18381
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,4/24/2020,USSM12002399,104,107.8,61382410.0,7240.0,1708319.0,43.0,9977490.0,201210.0,37726464.0,9239474.0,147837262.0,98142716.0,15.0,10152.0,86.0,5.0,59317.0,1.0,12735768.5,7832.0,3819161.0,0,2020,0.005113775,1,2020.0,3,0.020166492,0.244907
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,6/15/2023,GBBKS2300080,105,107.8,460156060.0,163449.0,127827271.0,77.0,8183226.0,98257.0,530103.0,65920650.0,1032799567.0,56004473.0,28.0,195140.0,86.0,102.0,3034022.0,111.0,1132923.0,1312.0,9279625.0,0,2023,0.036928497,2,2023.0,1,0.012007244,124.35418
Training Season,Training Season,Dua Lipa,2/15/2024,GBAHT2301078,106,107.8,251153870.0,16811.0,92985554.0,76.0,66691068.0,961957.0,102884.0,34572690.0,431390500.0,2120552147.0,162.0,180711.0,57.0,127.0,33540073.0,116.0,10305245.0,3796.0,2047771.0,0,2024,0.021406319,1,2024.0,17,0.01442409,336.03235
Type Shit,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402033,107,107.8,205206690.0,28064.0,84737651.0,84.0,39453252.0,672789.0,182200.0,26534406.0,265917250.0,232440923.0,99.0,3432.0,45.0,41.0,2943724.0,47.0,5897303.0,4527.0,900933.0,1,2024,0.017158726,0,2024.0,23,0.017052839,145.63261
Armageddon,Armageddon - The 1st Album,aespa,5/27/2024,KRA302400093,108,107.8,32942304.0,1262.0,26204483.0,74.0,57861796.0,1257935.0,182200.0,26534406.0,265917250.0,29510774.0,37.0,290.0,6.0,5.0,530831.0,33.0,21869.0,48.0,29736.0,0,2024,0.0041230246,0,2024.0,8,0.021740355,145.63261
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,12/6/2019,USAT21906978,109,107.8,1911559800.0,317345.0,87765033.0,78.0,441257200.0,4829633.0,4930490.0,561201000.0,4574447121.0,2077511.0,255.0,296948.0,181.0,138.0,555650.0,28.0,295741432.0,633414.0,11988760.0,1,2019,0.16580436,3,2019.0,6,0.010945166,113.82254
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,7/23/2021,USSM12104539,110,107.8,2014959700.0,354831.0,87942438.0,70.0,1003346200.0,16856186.0,1750366.0,915814900.0,9558947943.0,3191316960.0,360.0,245228.0,925.0,109.0,3242122.0,74.0,75167268.0,96430.0,12693846.0,1,2021,0.1903687,3,2021.0,10,0.016799971,523.2131
Pedro,Pedro - Single,Jaxomy,3/29/2024,DEE862400427,111,107.8,168145580.0,27654.0,159737263.0,85.0,35008948.0,717214.0,182200.0,26534406.0,265917250.0,39149568.0,107.0,4448.0,86.0,158.0,16345999.0,54.0,39577.0,482.0,2408838.0,0,2024,0.014182579,0,2024.0,1,0.02048662,145.63261
Fast Car,Gettin' Old,Luke Combs,3/24/2023,US6XF2200436,112,107.8,518988580.0,73116.0,58391498.0,80.0,107703760.0,768813.0,354036.0,74258024.0,924204888.0,103658014.0,117.0,673629.0,59.0,67.0,8306302.0,104.0,184924061.0,88890.0,3108167.0,0,2023,0.043659635,2,2023.0,13,0.007138228,209.7465
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,1/7/2024,JPU902305042,113,107.8,247399970.0,22222.0,13870528.0,80.0,389540220.0,4392933.0,182200.0,22950364.0,296522040.0,1041035733.0,53.0,807.0,86.0,18.0,357941.0,17.0,537267.0,1928.0,1069500.0,0,2024,0.02754205,2,2024.0,1,0.011277228,125.96179
Aesthetic,Aesthetic,Tollan Kim,3/4/2022,SGB502208576,114,107.8,5712985.0,2311.0,535908.0,44.0,3120073.0,56276.0,20114496.0,2452502300.0,33870791454.0,98142716.0,4.0,22.0,86.0,4.0,1397.0,1.0,21564.0,81.0,249823.0,0,2022,0.035333864,1,2022.0,2,0.018037071,121.92711
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,10/18/2018,USUM71814888,116,107.8,3358704000.0,392082.0,123917182.0,79.0,2763188700.0,19410390.0,2714134.0,178829440.0,1597453878.0,484189798.0,351.0,273683.0,86.0,86.0,809352.0,99.0,546367356.0,906813.0,1569935.0,0,2018,0.32045907,3,2018.0,22,0.0070246346,65.88818
Hands,Hands,Dianï¿½,8/1/2022,GBKPL2205333,115,107.8,126914.0,8.0,212.0,35.0,2435814000.0,7208467.0,33.0,188.0,6415.0,26630093.0,28.0,658.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,295.0,0,2022,0.049752485,1,2022.0,1,0.0029593674,5.5588236
Saturn,Saturn - Single,SZA,2/24/2024,USRC12400216,117,107.8,343090430.0,21104.0,154253718.0,87.0,38173340.0,349660.0,182200.0,26534406.0,265917250.0,196380893.0,120.0,158378.0,360.0,103.0,10995523.0,87.0,11441987.0,7496.0,745798.0,0,2024,0.027867517,1,2024.0,14,0.009159822,145.63261
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,6/4/2024,BXT622400190,118,107.8,239850720.0,32312.5,13259481.0,67.0,39323384.0,44223.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2024,0.019853283,0,2024.0,1,0.0011246235,145.63261
Believer,Believer,Imagine Dragons,1/31/2017,USUM71700626,119,107.8,3006226700.0,335880.0,89243475.0,81.0,4495060000.0,42240880.0,5745117.0,453132700.0,5876458723.0,276194776.0,226.0,253782.0,388.0,118.0,1138425.0,71.0,614578695.0,844301.0,21306706.0,0,2017,0.3322793,3,2017.0,16,0.009397179,78.87266
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,4/27/2022,USSM12203789,120,107.8,787155900.0,183850.0,58397185.0,77.0,357772640.0,2590835.0,931660.0,95662104.0,836550889.0,3934416606.0,150.0,463665.0,1308.0,32.0,399388.0,69.0,182315884.0,53326.0,3534164.0,1,2022,0.06994847,3,2022.0,23,0.007241571,102.67909
I KNOW ?,UTOPIA,Travis Scott,7/28/2023,USSM12305012,121,107.8,532605340.0,128534.0,31725858.0,81.0,97958344.0,1237197.0,322900.0,108595670.0,947194801.0,259363238.0,46.0,107637.0,57.0,33.0,1423258.0,40.0,6334599.0,8712.0,1861958.0,1,2023,0.045008346,2,2023.0,30,0.012629838,336.3126
ANDO,ANDO,Jere Klein,9/27/2023,QMDA72363047,122,107.8,292789730.0,28591.0,30905957.0,72.0,406307040.0,809942.0,1900606.0,68341860.0,872862858.0,1969191415.0,11.0,1754.0,86.0,15.0,8391160.0,1.0,764473.0,5168.0,1195337.0,1,2023,0.032062825,3,2023.0,3,0.001993426,35.95791
First Class,First Class,Jack Harlow,4/8/2022,USAT22203024,123,107.8,818858240.0,223609.0,49586777.0,71.0,231229580.0,2756840.0,1610614.0,624748300.0,6890780336.0,3849170813.0,148.0,666615.0,4406.0,37.0,759989.0,77.0,117451442.0,40907.0,4244972.0,1,2022,0.07734548,3,2022.0,8,0.011922527,387.89426
FE!N,UTOPIA,Travis Scott,7/28/2023,USSM12305010,124,107.8,659010800.0,129923.0,93969186.0,86.0,125203450.0,1990342.0,22100.0,13787343.0,107398826.0,244390161.0,87.0,37314.0,361.0,46.0,2137898.0,38.0,3029375.0,6510.0,1839283.0,1,2023,0.05405974,1,2023.0,30,0.01589687,623.8335
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,3/3/2023,USUG12301493,125,107.8,3913988.0,545.0,1054122.0,40.0,1577018000.0,9304666.0,182200.0,26534406.0,265917250.0,2651764724.0,28.0,25.0,86.0,15.0,237120.5,17.0,5260.0,7832.0,854584.0,1,2023,0.032886304,1,2023.0,31,0.0059001655,145.63261
Losing Interest - Original Mix,Losing Interest (Original),Goovex,6/10/2024,CA5KR2465999,126,107.8,126247890.0,5.0,5973.0,35.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2024,0.013233577,0,2024.0,1,0.008484112,145.63261
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,5/13/2022,USUM72206227,127,107.8,1607421200.0,212406.0,160444270.0,83.0,409785340.0,3326477.0,247865.0,155593090.0,1825552705.0,2563240162.0,267.0,523907.0,3418.0,111.0,4754372.0,75.0,152770142.0,49622.0,9091826.0,0,2022,0.13572335,3,2022.0,7,0.008117611,627.73065
MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305253,128,107.8,438796960.0,23959.0,34805394.0,78.0,509727230.0,2202866.0,1223804.0,46080264.0,782582119.0,1337889706.0,56.0,60758.0,959.0,29.0,3457921.0,38.0,38214505.0,9932.0,865444.0,0,2023,0.04522608,3,2023.0,32,0.0043216585,37.653275
Drained of Color,Drained of Color,Exhumed,8/30/2022,US2642250302,129,107.8,158627.0,635.0,18765.0,35.0,2156140800.0,1257935.0,9.0,422.0,4484.0,1318392.0,28.0,29.0,86.0,15.0,237120.5,17.0,1132.0,7832.0,208.0,0,2022,0.04404364,1,2022.0,1,0.00058342016,42.3
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,7/24/2020,USQX92003025,130,107.8,1867736000.0,302486.0,82611625.0,76.0,747126800.0,10795292.0,2467227.0,160756740.0,1768836179.0,2069527154.0,329.0,931316.0,1897.0,273.0,3821598.0,85.0,240562062.0,131540.0,10228436.0,1,2020,0.16295245,3,2020.0,1,0.014449078,65.15682
Dynamite,Dynamite,BTS,8/21/2020,QM7282022872,131,107.8,1872577900.0,144619.0,51186002.0,74.0,2638957300.0,62311180.0,3098499.0,662794940.0,5063720138.0,2199001119.0,323.0,351169.0,198.0,355.0,1888088.0,98.0,12735768.5,7832.0,7896781.0,0,2020,0.20909216,3,2020.0,14,0.023612045,213.90833
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,12/10/2023,GXBAV2381801,132,107.8,8327.0,3.0,8.0,67.0,148269620.0,1257935.0,4200000.0,3646489.0,73318253.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,522.0,0,2023,0.0030801976,1,2023.0,1,0.008484112,0.8682117
Someone You Loved,Breach,Lewis Capaldi,11/8/2018,DEUM71807062,133,107.8,3427498800.0,338763.0,160553919.0,82.0,2153702000.0,20891432.0,1940473.0,212007620.0,2161032034.0,2333853734.0,408.0,600211.0,381.0,502.0,4834088.0,110.0,427212257.0,357540.0,29266297.0,0,2018,0.31383964,3,2018.0,8,0.009700244,109.255585
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,5/11/2023,USQX92302824,134,107.8,230849200.0,23091.0,12233221.0,64.0,363082900.0,5135848.0,4897595.0,104580760.0,1551501289.0,150614267.0,49.0,24103.0,214.0,25.0,319914.0,33.0,23525446.0,4705.0,623446.0,0,2023,0.026872344,2,2023.0,14,0.0141451135,21.353489
Made You Look,Takin' It Back,Meghan Trainor,10/21/2022,USSM12204574,135,107.8,720720900.0,74295.0,89509926.0,77.0,221078990.0,2557839.0,4687520.0,1252326400.0,15247253457.0,718932832.0,108.0,412680.0,5869.0,43.0,1491347.0,59.0,81828913.0,36462.0,3086624.0,0,2022,0.07840931,3,2022.0,8,0.011569802,267.16177
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,6/22/2023,QZMEQ2306756,136,107.8,1378494.0,351.0,43395.0,35.0,1022331.0,22739.0,7702832.0,90289250.0,1272592848.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,50550.0,0,2023,0.0014102027,1,2023.0,1,0.022243263,11.721564
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,5/29/2024,INS182401602,137,107.8,2827545.0,62.0,1433870.0,67.0,54330070.0,801621.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,10.0,12735768.5,7832.0,5620.0,0,2024,0.0017063196,0,2024.0,1,0.014754664,145.63261
vampire,vampire,Olivia Rodrigo,6/30/2023,USUG12304091,138,107.8,998964100.0,90793.0,87801398.0,35.0,113450530.0,2108657.0,394640.0,152624020.0,1448207880.0,1111017294.0,173.0,161513.0,93.0,61.0,5239925.0,128.0,28318435.0,67590.0,4872257.0,1,2023,0.08225825,2,2023.0,20,0.018586587,386.7414
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,3/1/2024,BCAEW2400001,139,107.8,37157630.0,2052.0,30387641.0,74.0,63418830.0,427441.0,1600000.0,853176.0,8850449.0,149589609.0,11.0,190.0,86.0,32.0,8460458.0,11.0,12735768.5,7832.0,42895.0,0,2024,0.004200018,1,2024.0,1,0.006739985,0.5332353
Back,Back,LOLA,8/3/2022,UKQNV2100272,140,107.8,48428.0,92.0,15747.0,35.0,2123978400.0,5670850.0,111.0,102828.0,735317.0,98142716.0,28.0,46.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2022,0.043379717,1,2022.0,1,0.0026699193,918.1161
People,People - Single,Libianca,12/5/2022,QZTB52268087,141,107.8,631955500.0,121823.0,45030006.0,74.0,305998370.0,2647341.0,3168854.0,243797570.0,3233505931.0,704906130.0,145.0,122781.0,202.0,74.0,1217657.0,54.0,9017480.0,11289.0,6121126.0,1,2022,0.05891158,3,2022.0,2,0.00865149,76.93554
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,1/5/2024,ATR981312465,142,107.8,239850720.0,1.0,47.0,67.0,148269620.0,1257935.0,3528100.0,37591836.0,688302023.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,1,2024,0.02223513,1,2024.0,1,0.008484112,10.654978
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,3/17/2024,TCAIA2495220,143,107.8,94635336.0,10537.0,11716074.0,67.0,944314.0,17943.0,1300000.0,182937090.0,1542242100.0,98142716.0,13.0,5953.5,2.0,15.0,237120.5,8.0,684557.0,1079.0,1597467.0,1,2024,0.00998471,1,2024.0,4,0.019002134,140.72073
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,4/5/2024,UKWLG2400013,144,107.8,114574240.0,10564.0,180987712.0,84.0,9134225.0,124326.0,299000.0,4419373.0,79796400.0,3117914.0,87.0,86814.0,159.0,128.0,35099280.0,133.0,4503872.0,442.0,854584.0,0,2024,0.009169355,1,2024.0,5,0.013611115,14.780466
Abc,Abc,J Ross,2/14/2023,CLLU22300585,145,107.8,31867.0,5.0,5100.0,35.0,1538564600.0,2066653.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,174.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,1178.0,0,2023,0.031798795,1,2023.0,1,0.001343235,145.63261
La Bachata,La Bachata,Manuel Turizo,5/26/2022,QZDYA1800087,146,107.8,1721045200.0,156941.0,97122096.0,81.0,798827900.0,3379928.0,1614275.0,209367920.0,2596777974.0,420585933.0,142.0,152522.0,1161.0,97.0,8709032.0,133.0,47203290.0,19769.0,4817885.0,0,2022,0.15327793,3,2022.0,6,0.0042311107,129.69772
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,4/7/2023,FRX282306294,147,107.8,8028757.0,1972.0,488653.0,44.0,48533760.0,399664.0,8800000.0,256186610.0,3985974550.0,6879573.0,1.0,373.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,220198.0,0,2023,0.005253946,1,2023.0,1,0.008234784,29.112112
